tokens
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'PRS', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'შ', 'ე', 'უ', 'ძ', 'ლ', 'ი', 'ა', 'ARGNO1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'SBJV', 'PRS', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'COND', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'SBJV', 'FUT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3P', 'IND', 'PST', 'PFV', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3P', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3P', 'IMP', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC2S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC2S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1P', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC3S', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2S', 'ARGAC1P', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC1P', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO2P', 'ARGAC1P', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3P', 'ARGAC1P', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO1S', 'ARGAC2P', 'OPT', '<eos>']"
"['<bos>', 'ა', 'ტ', 'ა', 'რ', 'ე', 'ბ', 'ს', 'ARGNO3S', 'ARGAC2P', 'OPT', '<eos>']"
